市区町村コード,都道府県,市区町村,団体コード
23561,愛知県,設楽町,235610
23562,愛知県,東栄町,235628
23563,愛知県,豊根村,235636
24000,三重県,,240001
24201,三重県,津市,242012
24202,三重県,四日市市,242021
24203,三重県,伊勢市,242039
24204,三重県,松阪市,242047
24205,三重県,桑名市,242055
24207,三重県,鈴鹿市,242071
24208,三重県,名張市,242080
24209,三重県,尾鷲市,242098
24210,三重県,亀山市,242101
24211,三重県,鳥羽市,242110
24212,三重県,熊野市,242128
24214,三重県,いなべ市,242144
24215,三重県,志摩市,242152
24216,三重県,伊賀市,242161
24303,三重県,木曽岬町,243035
24324,三重県,東員町,243248
24341,三重県,菰野町,243418
24343,三重県,朝日町,243434
24344,三重県,川越町,243442
24441,三重県,多気町,244414
24442,三重県,明和町,244422
24443,三重県,大台町,244431
24461,三重県,玉城町,244619
24470,三重県,度会町,244708
24471,三重県,大紀町,244716
24472,三重県,南伊勢町,244724
24543,三重県,紀北町,245437
24561,三重県,御浜町,245615
24562,三重県,紀宝町,245623
25000,滋賀県,,250007
25201,滋賀県,大津市,252018
25202,滋賀県,彦根市,252026
25203,滋賀県,長浜市,252034
25204,滋賀県,近江八幡市,252042
25206,滋賀県,草津市,252069
25207,滋賀県,守山市,252077
25208,滋賀県,栗東市,252085
25209,滋賀県,甲賀市,252093
25210,滋賀県,野洲市,252107
25211,滋賀県,湖南市,252115
25212,滋賀県,高島市,252123
25213,滋賀県,東近江市,252131
25214,滋賀県,米原市,252140
25383,滋賀県,日野町,253839
25384,滋賀県,竜王町,253847
25425,滋賀県,愛荘町,254258
25441,滋賀県,豊郷町,254410
25442,滋賀県,甲良町,254428
25443,滋賀県,多賀町,254436
26000,京都府,,260002
26100,京都府,京都市,261009
26101,京都府,京都市北区,261017
26102,京都府,京都市上京区,261025
26103,京都府,京都市左京区,261033
26104,京都府,京都市中京区,261041
26105,京都府,京都市東山区,261050
26106,京都府,京都市下京区,261068
26107,京都府,京都市南区,261076
26108,京都府,京都市右京区,261084
26109,京都府,京都市伏見区,261092
26110,京都府,京都市山科区,261106
26111,京都府,京都市西京区,261114
26201,京都府,福知山市,262013
26202,京都府,舞鶴市,262021
26203,京都府,綾部市,262030
26204,京都府,宇治市,262048
26205,京都府,宮津市,262056
26206,京都府,亀岡市,262064
26207,京都府,城陽市,262072
26208,京都府,向日市,262081
26209,京都府,長岡京市,262099
26210,京都府,八幡市,262102
26211,京都府,京田辺市,262111
26212,京都府,京丹後市,262129
26213,京都府,南丹市,262137
26214,京都府,木津川市,262145
26303,京都府,大山崎町,263036
26322,京都府,久御山町,263222
26343,京都府,井手町,263435
26344,京都府,宇治田原町,263443
26364,京都府,笠置町,263648
26365,京都府,和束町,263656
26366,京都府,精華町,263664
26367,京都府,南山城村,263672
26407,京都府,京丹波町,264075
26463,京都府,伊根町,264636
26465,京都府,与謝野町,264652
27000,大阪府,,270008
27100,大阪府,大阪市,271004
27102,大阪府,大阪市都島区,271021
27103,大阪府,大阪市福島区,271039
27104,大阪府,大阪市此花区,271047
27106,大阪府,大阪市西区,271063
27107,大阪府,大阪市港区,271071
27108,大阪府,大阪市大正区,271080
27109,大阪府,大阪市天王寺区,271098
27111,大阪府,大阪市浪速区,271110
27113,大阪府,大阪市西淀川区,271136
27114,大阪府,大阪市東淀川区,271144
27115,大阪府,大阪市東成区,271152
27116,大阪府,大阪市生野区,271161
27117,大阪府,大阪市旭区,271179
27118,大阪府,大阪市城東区,271187
27119,大阪府,大阪市阿倍野区,271195
27120,大阪府,大阪市住吉区,271209
27121,大阪府,大阪市東住吉区,271217
27122,大阪府,大阪市西成区,271225
27123,大阪府,大阪市淀川区,271233
27124,大阪府,大阪市鶴見区,271241
27125,大阪府,大阪市住之江区,271250
27126,大阪府,大阪市平野区,271268
27127,大阪府,大阪市北区,271276
27128,大阪府,大阪市中央区,271284
27140,大阪府,堺市,271403
27141,大阪府,堺市堺区,271411
27142,大阪府,堺市中区,271420
27143,大阪府,堺市東区,271438
27144,大阪府,堺市西区,271446
27145,大阪府,堺市南区,271454
27146,大阪府,堺市北区,271462
27147,大阪府,堺市美原区,271471
27202,大阪府,岸和田市,272027
27203,大阪府,豊中市,272035
27204,大阪府,池田市,272043
27205,大阪府,吹田市,272051
27206,大阪府,泉大津市,272060
27207,大阪府,高槻市,272078
27208,大阪府,貝塚市,272086
27209,大阪府,守口市,272094
27210,大阪府,枚方市,272108
27211,大阪府,茨木市,272116
27212,大阪府,八尾市,272124
27213,大阪府,泉佐野市,272132
27214,大阪府,富田林市,272141
27215,大阪府,寝屋川市,272159
27216,大阪府,河内長野市,272167
27217,大阪府,松原市,272175
27218,大阪府,大東市,272183
27219,大阪府,和泉市,272191
27220,大阪府,箕面市,272205
27221,大阪府,柏原市,272213
27222,大阪府,羽曳野市,272221
27223,大阪府,門真市,272230
27224,大阪府,摂津市,272248
27225,大阪府,高石市,272256
27226,大阪府,藤井寺市,272264
27227,大阪府,東大阪市,272272
27228,大阪府,泉南市,272281
27229,大阪府,四條畷市,272299
27230,大阪府,交野市,272302
27231,大阪府,大阪狭山市,272311
27232,大阪府,阪南市,272329
27301,大阪府,島本町,273015
27321,大阪府,豊能町,273210
27322,大阪府,能勢町,273228
27341,大阪府,忠岡町,273414
27361,大阪府,熊取町,273619
27362,大阪府,田尻町,273627
27366,大阪府,岬町,273660
27381,大阪府,太子町,273813
27382,大阪府,河南町,273821
27383,大阪府,千早赤阪村,273830
28000,兵庫県,,280003
28100,兵庫県,神戸市,281000
28101,兵庫県,神戸市東灘区,281018
28102,兵庫県,神戸市灘区,281026
28105,兵庫県,神戸市兵庫区,281051
28106,兵庫県,神戸市長田区,281069
28107,兵庫県,神戸市須磨区,281077
28108,兵庫県,神戸市垂水区,281085
28109,兵庫県,神戸市北区,281093
28110,兵庫県,神戸市中央区,281107
28111,兵庫県,神戸市西区,281115
28201,兵庫県,姫路市,282014
28202,兵庫県,尼崎市,282022
28203,兵庫県,明石市,282031
28204,兵庫県,西宮市,282049
28205,兵庫県,洲本市,282057
28206,兵庫県,芦屋市,282065
28207,兵庫県,伊丹市,282073
28208,兵庫県,相生市,282081
28209,兵庫県,豊岡市,282090
28210,兵庫県,加古川市,282103
28212,兵庫県,赤穂市,282120
28213,兵庫県,西脇市,282138
28214,兵庫県,宝塚市,282146
28215,兵庫県,三木市,282154
28216,兵庫県,高砂市,282162
28217,兵庫県,川西市,282171
28218,兵庫県,小野市,282189
28219,兵庫県,三田市,282197
28220,兵庫県,加西市,282201
28221,兵庫県,丹波篠山市,282219
28222,兵庫県,養父市,282227
28223,兵庫県,丹波市,282235
28224,兵庫県,南あわじ市,282243
28225,兵庫県,朝来市,282251
28226,兵庫県,淡路市,282260
28227,兵庫県,宍粟市,282278
28228,兵庫県,加東市,282286
28229,兵庫県,たつの市,282294
28301,兵庫県,猪名川町,283011
28365,兵庫県,多可町,283657
28381,兵庫県,稲美町,283819
28382,兵庫県,播磨町,283827
28442,兵庫県,市川町,284424
28443,兵庫県,福崎町,284432
28446,兵庫県,神河町,284467
28464,兵庫県,太子町,284645
28481,兵庫県,上郡町,284815
28501,兵庫県,佐用町,285013
28585,兵庫県,香美町,285854
28586,兵庫県,新温泉町,285862
29000,奈良県,,290009
29201,奈良県,奈良市,292010
29202,奈良県,大和高田市,292028
29203,奈良県,大和郡山市,292036
29204,奈良県,天理市,292044
29205,奈良県,橿原市,292052
29206,奈良県,桜井市,292061
29207,奈良県,五條市,292079
29208,奈良県,御所市,292087
29209,奈良県,生駒市,292095
29210,奈良県,香芝市,292109
29211,奈良県,葛城市,292117
29212,奈良県,宇陀市,292125
29322,奈良県,山添村,293229
29342,奈良県,平群町,293423
29343,奈良県,三郷町,293431
29344,奈良県,斑鳩町,293440
29345,奈良県,安堵町,293458
29361,奈良県,川西町,293610
29362,奈良県,三宅町,293628
29363,奈良県,田原本町,293636
29385,奈良県,曽爾村,293857
29386,奈良県,御杖村,293865
29401,奈良県,高取町,294012
29402,奈良県,明日香村,294021
29424,奈良県,上牧町,294241
29425,奈良県,王寺町,294250
29426,奈良県,広陵町,294268
29427,奈良県,河合町,294276
29441,奈良県,吉野町,294411
29442,奈良県,大淀町,294420
29443,奈良県,下市町,294438
29444,奈良県,黒滝村,294446
29446,奈良県,天川村,294462
29447,奈良県,野迫川村,294471
29449,奈良県,十津川村,294497
29450,奈良県,下北山村,294501
29451,奈良県,上北山村,294519
29452,奈良県,川上村,294527
29453,奈良県,東吉野村,294535
30000,和歌山県,,300004
30201,和歌山県,和歌山市,302015
30202,和歌山県,海南市,302023
30203,和歌山県,橋本市,302031
30204,和歌山県,有田市,302040
30205,和歌山県,御坊市,302058
30206,和歌山県,田辺市,302066
30207,和歌山県,新宮市,302074
30208,和歌山県,紀の川市,302082
30209,和歌山県,岩出市,302091
30304,和歌山県,紀美野町,303046
30341,和歌山県,かつらぎ町,303411
30343,和歌山県,九度山町,303437
30344,和歌山県,高野町,303445
30361,和歌山県,湯浅町,303615
30362,和歌山県,広川町,303623
30366,和歌山県,有田川町,303666
30381,和歌山県,美浜町,303810
30382,和歌山県,日高町,303828
30383,和歌山県,由良町,303836
30390,和歌山県,印南町,303909
30391,和歌山県,みなべ町,303917
30392,和歌山県,日高川町,303925
30401,和歌山県,白浜町,304018
30404,和歌山県,上富田町,304042
30406,和歌山県,すさみ町,304069
30421,和歌山県,那智勝浦町,304212
30422,和歌山県,太地町,304221
30424,和歌山県,古座川町,304247
30427,和歌山県,北山村,304271
30428,和歌山県,串本町,304280
31000,鳥取県,,310000
31201,鳥取県,鳥取市,312011
31202,鳥取県,米子市,312029
31203,鳥取県,倉吉市,312037
31204,鳥取県,境港市,312045
31302,鳥取県,岩美町,313025
31325,鳥取県,若桜町,313254
31328,鳥取県,智頭町,313289
31329,鳥取県,八頭町,313297
31364,鳥取県,三朝町,313645
31370,鳥取県,湯梨浜町,313700
31371,鳥取県,琴浦町,313718
31372,鳥取県,北栄町,313726
31384,鳥取県,日吉津村,313840
31386,鳥取県,大山町,313866
31389,鳥取県,南部町,313891
31390,鳥取県,伯耆町,313904
31401,鳥取県,日南町,314013
31402,鳥取県,日野町,314021
31403,鳥取県,江府町,314030
32000,島根県,,320005
32201,島根県,松江市,322016
32202,島根県,浜田市,322024
32203,島根県,出雲市,322032
32204,島根県,益田市,322041
32205,島根県,大田市,322059
32206,島根県,安来市,322067
32207,島根県,江津市,322075
32209,島根県,雲南市,322091
32343,島根県,奥出雲町,323438
32386,島根県,飯南町,323861
32441,島根県,川本町,324418
32448,島根県,美郷町,324485
32449,島根県,邑南町,324493
32501,島根県,津和野町,325015
32505,島根県,吉賀町,325058
32525,島根県,海士町,325252
32526,島根県,西ノ島町,325261
32527,島根県,知夫村,325279
32528,島根県,隠岐の島町,325287
33000,岡山県,,330001
33100,岡山県,岡山市,331007
33101,岡山県,岡山市北区,331015
33102,岡山県,岡山市中区,331023
33103,岡山県,岡山市東区,331031
33104,岡山県,岡山市南区,331040
33202,岡山県,倉敷市,332020
33203,岡山県,津山市,332038
33204,岡山県,玉野市,332046
33205,岡山県,笠岡市,332054
33207,岡山県,井原市,332071
33208,岡山県,総社市,332089
33209,岡山県,高梁市,332097
33210,岡山県,新見市,332101
33211,岡山県,備前市,332119
33212,岡山県,瀬戸内市,332127
33213,岡山県,赤磐市,332135
33214,岡山県,真庭市,332143
33215,岡山県,美作市,332151
33216,岡山県,浅口市,332160
33346,岡山県,和気町,333468
33423,岡山県,早島町,334235
33445,岡山県,里庄町,334456
33461,岡山県,矢掛町,334618
33586,岡山県,新庄村,335860
33606,岡山県,鏡野町,336068
33622,岡山県,勝央町,336220
33623,岡山県,奈義町,336238
33643,岡山県,西粟倉村,336432
33663,岡山県,久米南町,336637
33666,岡山県,美咲町,336661
33681,岡山県,吉備中央町,336815
34000,広島県,,340006
34100,広島県,広島市,341002
34101,広島県,広島市中区,341011
34102,広島県,広島市東区,341029
34103,広島県,広島市南区,341037
34104,広島県,広島市西区,341045
34105,広島県,広島市安佐南区,341053
34106,広島県,広島市安佐北区,341061
34107,広島県,広島市安芸区,341070
34108,広島県,広島市佐伯区,341088
34202,広島県,呉市,342025
34203,広島県,竹原市,342033
34204,広島県,三原市,342041
34205,広島県,尾道市,342050
34207,広島県,福山市,342076
34208,広島県,府中市,342084
34209,広島県,三次市,342092
34210,広島県,庄原市,342106
34211,広島県,大竹市,342114
34212,広島県,東広島市,342122
34213,広島県,廿日市市,342131
34214,広島県,安芸高田市,342149
34215,広島県,江田島市,342157
34302,広島県,府中町,343021
34304,広島県,海田町,343048
34307,広島県,熊野町,343072
34309,広島県,坂町,343099
34368,広島県,安芸太田町,343684
34369,広島県,北広島町,343692
34431,広島県,大崎上島町,344311
34462,広島県,世羅町,344621
34545,広島県,神石高原町,345458
35000,山口県,,350001
35201,山口県,下関市,352012
35202,山口県,宇部市,352021
35203,山口県,山口市,352039
35204,山口県,萩市,352047
35206,山口県,防府市,352063
35207,山口県,下松市,352071
35208,山口県,岩国市,352080
35210,山口県,光市,352101
35211,山口県,長門市,352110
35212,山口県,柳井市,352128
35213,山口県,美祢市,352136
35215,山口県,周南市,352152
35216,山口県,山陽小野田市,352161
35305,山口県,周防大島町,353051
35321,山口県,和木町,353213
35341,山口県,上関町,353418
35343,山口県,田布施町,353434
35344,山口県,平生町,353442
35502,山口県,阿武町,355020
36000,徳島県,,360007
36201,徳島県,徳島市,362018
36202,徳島県,鳴門市,362026
36203,徳島県,小松島市,362034
36204,徳島県,阿南市,362042
36205,徳島県,吉野川市,362051
36206,徳島県,阿波市,362069
36207,徳島県,美馬市,362077
36208,徳島県,三好市,362085
36301,徳島県,勝浦町,363014
36302,徳島県,上勝町,363022
36321,徳島県,佐那河内村,363219
36341,徳島県,石井町,363413
36342,徳島県,神山町,363421
36368,徳島県,那賀町,363685
36383,徳島県,牟岐町,363839
36387,徳島県,美波町,363871
36388,徳島県,海陽町,363880
36401,徳島県,松茂町,364011
36402,徳島県,北島町,364029
36403,徳島県,藍住町,364037
36404,徳島県,板野町,364045
36405,徳島県,上板町,364053
36468,徳島県,つるぎ町,364681
36489,徳島県,東みよし町,364894
37000,香川県,,370002
37201,香川県,高松市,372013
37202,香川県,丸亀市,372021
37203,香川県,坂出市,372030
37204,香川県,善通寺市,372048
37205,香川県,観音寺市,372056
37206,香川県,さぬき市,372064
37207,香川県,東かがわ市,372072
37208,香川県,三豊市,372081
37322,香川県,土庄町,373222
37324,香川県,小豆島町,373249
37341,香川県,三木町,373419
37364,香川県,直島町,373648
37386,香川県,宇多津町,373869
37387,香川県,綾川町,373877
37403,香川県,琴平町,374032
37404,香川県,多度津町,374041
37406,香川県,まんのう町,374067
38000,愛媛県,,380008
38201,愛媛県,松山市,382019
38202,愛媛県,今治市,382027
38203,愛媛県,宇和島市,382035
38204,愛媛県,八幡浜市,382043
38205,愛媛県,新居浜市,382051
38206,愛媛県,西条市,382060
38207,愛媛県,大洲市,382078
38210,愛媛県,伊予市,382108
38213,愛媛県,四国中央市,382132
38214,愛媛県,西予市,382141
38215,愛媛県,東温市,382159
38356,愛媛県,上島町,383562
38386,愛媛県,久万高原町,383864
38401,愛媛県,松前町,384011
38402,愛媛県,砥部町,384020
38422,愛媛県,内子町,384224
38442,愛媛県,伊方町,384429
38484,愛媛県,松野町,384844
38488,愛媛県,鬼北町,384887
38506,愛媛県,愛南町,385069
39000,高知県,,390003
39201,高知県,高知市,392014
39202,高知県,室戸市,392022
39203,高知県,安芸市,392031
39204,高知県,南国市,392049
39205,高知県,土佐市,392057
39206,高知県,須崎市,392065
39208,高知県,宿毛市,392081
39209,高知県,土佐清水市,392090
39210,高知県,四万十市,392103
39211,高知県,香南市,392111
39212,高知県,香美市,392120
39301,高知県,東洋町,393011
39302,高知県,奈半利町,393029
39303,高知県,田野町,393037
39304,高知県,安田町,393045
39305,高知県,北川村,393053
39306,高知県,馬路村,393061
39307,高知県,芸西村,393070
39341,高知県,本山町,393410
39344,高知県,大豊町,393444
39363,高知県,土佐町,393631
39364,高知県,大川村,393649
39386,高知県,いの町,393860
39387,高知県,仁淀川町,393878
39401,高知県,中土佐町,394017
39402,高知県,佐川町,394025
39403,高知県,越知町,394033
39405,高知県,梼原町,394050
39410,高知県,日高村,394106
39411,高知県,津野町,394114
39412,高知県,四万十町,394122
39424,高知県,大月町,394246
39427,高知県,三原村,394271
39428,高知県,黒潮町,394289
40000,福岡県,,400009
40100,福岡県,北九州市,401005
40101,福岡県,北九州市門司区,401013
40103,福岡県,北九州市若松区,401030
40105,福岡県,北九州市戸畑区,401056
40106,福岡県,北九州市小倉北区,401064
40107,福岡県,北九州市小倉南区,401072
40108,福岡県,北九州市八幡東区,401081
40109,福岡県,北九州市八幡西区,401099
40130,福岡県,福岡市,401307
40131,福岡県,福岡市東区,401315
40132,福岡県,福岡市博多区,401323
40133,福岡県,福岡市中央区,401331
40134,福岡県,福岡市南区,401340
40135,福岡県,福岡市西区,401358
40136,福岡県,福岡市城南区,401366
40137,福岡県,福岡市早良区,401374
40202,福岡県,大牟田市,402028
40203,福岡県,久留米市,402036
40204,福岡県,直方市,402044
40205,福岡県,飯塚市,402052
40206,福岡県,田川市,402061
40207,福岡県,柳川市,402079
40210,福岡県,八女市,402109
40211,福岡県,筑後市,402117
40212,福岡県,大川市,402125
40213,福岡県,行橋市,402133
40214,福岡県,豊前市,402141
40215,福岡県,中間市,402150
40216,福岡県,小郡市,402168
40217,福岡県,筑紫野市,402176
40218,福岡県,春日市,402184
40219,福岡県,大野城市,402192
40220,福岡県,宗像市,402206
40221,福岡県,太宰府市,402214
40223,福岡県,古賀市,402231
40224,福岡県,福津市,402249
40225,福岡県,うきは市,402257
40226,福岡県,宮若市,402265
40227,福岡県,嘉麻市,402273
40228,福岡県,朝倉市,402281
40229,福岡県,みやま市,402290
40230,福岡県,糸島市,402303
40231,福岡県,那珂川市,402311
40341,福岡県,宇美町,403415
40342,福岡県,篠栗町,403423
40343,福岡県,志免町,403431
40344,福岡県,須恵町,403440
40345,福岡県,新宮町,403458
40348,福岡県,久山町,403482
40349,福岡県,粕屋町,403491
40381,福岡県,芦屋町,403814
40382,福岡県,水巻町,403822
40383,福岡県,岡垣町,403831
40384,福岡県,遠賀町,403849
40401,福岡県,小竹町,404012
40402,福岡県,鞍手町,404021
40421,福岡県,桂川町,404217
40447,福岡県,筑前町,404471
40448,福岡県,東峰村,404489
40503,福岡県,大刀洗町,405035
40522,福岡県,大木町,405221
40544,福岡県,広川町,405442
40601,福岡県,香春町,406015
40602,福岡県,添田町,406023
40604,福岡県,糸田町,406040
40605,福岡県,川崎町,406058
40608,福岡県,大任町,406082
40609,福岡県,赤村,406091
40610,福岡県,福智町,406104
40621,福岡県,苅田町,406210
40625,福岡県,みやこ町,406252
40642,福岡県,吉富町,406422
40646,福岡県,上毛町,406465
40647,福岡県,築上町,406473
41000,佐賀県,,410004
41201,佐賀県,佐賀市,412015
41202,佐賀県,唐津市,412023
41203,佐賀県,鳥栖市,412031
41204,佐賀県,多久市,412040
41205,佐賀県,伊万里市,412058
41206,佐賀県,武雄市,412066
41207,佐賀県,鹿島市,412074
41208,佐賀県,小城市,412082
41209,佐賀県,嬉野市,412091
41210,佐賀県,神埼市,412104
41327,佐賀県,吉野ヶ里町,413275
41341,佐賀県,基山町,413411
41345,佐賀県,上峰町,413453
41346,佐賀県,みやき町,413461
41387,佐賀県,玄海町,413879
41401,佐賀県,有田町,414018
41423,佐賀県,大町町,414239
41424,佐賀県,江北町,414247
41425,佐賀県,白石町,414255
41441,佐賀県,太良町,414417
42000,長崎県,,420000
42201,長崎県,長崎市,422011
42202,長崎県,佐世保市,422029
42203,長崎県,島原市,422037
42204,長崎県,諫早市,422045
42205,長崎県,大村市,422053
42207,長崎県,平戸市,422070
42208,長崎県,松浦市,422088
42209,長崎県,対馬市,422096
42210,長崎県,壱岐市,422100
42211,長崎県,五島市,422118
42212,長崎県,西海市,422126
42213,長崎県,雲仙市,422134
42214,長崎県,南島原市,422142
42307,長崎県,長与町,423076
42308,長崎県,時津町,423084
42321,長崎県,東彼杵町,423211
42322,長崎県,川棚町,423220
42323,長崎県,波佐見町,423238
42383,長崎県,小値賀町,423831
42391,長崎県,佐々町,423912
42411,長崎県,新上五島町,424111
43000,熊本県,,430005
43100,熊本県,熊本市,431001
43101,熊本県,熊本市中央区,431010
43102,熊本県,熊本市東区,431028
43103,熊本県,熊本市西区,431036
43104,熊本県,熊本市南区,431044
43105,熊本県,熊本市北区,431052
43202,熊本県,八代市,432024
43203,熊本県,人吉市,432032
43204,熊本県,荒尾市,432041
43205,熊本県,水俣市,432059
43206,熊本県,玉名市,432067
43208,熊本県,山鹿市,432083
43210,熊本県,菊池市,432105
43211,熊本県,宇土市,432113
43212,熊本県,上天草市,432121
43213,熊本県,宇城市,432130
43214,熊本県,阿蘇市,432148
43215,熊本県,天草市,432156
43216,熊本県,合志市,432164
43348,熊本県,美里町,433489
43364,熊本県,玉東町,433641
43367,熊本県,南関町,433675
43368,熊本県,長洲町,433683
43369,熊本県,和水町,433691
43403,熊本県,大津町,434035
43404,熊本県,菊陽町,434043
43423,熊本県,南小国町,434230
43424,熊本県,小国町,434248
43425,熊本県,産山村,434256
43428,熊本県,高森町,434281
43432,熊本県,西原村,434329
43433,熊本県,南阿蘇村,434337
43441,熊本県,御船町,434418
43442,熊本県,嘉島町,434426
43443,熊本県,益城町,434434
43444,熊本県,甲佐町,434442
43447,熊本県,山都町,434477
43468,熊本県,氷川町,434680
43482,熊本県,芦北町,434825
43484,熊本県,津奈木町,434841
43501,熊本県,錦町,435015
43505,熊本県,多良木町,435058
43506,熊本県,湯前町,435066
43507,熊本県,水上村,435074
43510,熊本県,相良村,435104
43511,熊本県,五木村,435112
43512,熊本県,山江村,435121
43513,熊本県,球磨村,435139
43514,熊本県,あさぎり町,435147
43531,熊本県,苓北町,435317
44000,大分県,,440001
44201,大分県,大分市,442011
44202,大分県,別府市,442020
44203,大分県,中津市,442038
44204,大分県,日田市,442046
44205,大分県,佐伯市,442054
44206,大分県,臼杵市,442062
44207,大分県,津久見市,442071
44208,大分県,竹田市,442089
44209,大分県,豊後高田市,442097
44210,大分県,杵築市,442101
44211,大分県,宇佐市,442119
44212,大分県,豊後大野市,442127
44213,大分県,由布市,442135
44214,大分県,国東市,442143
44322,大分県,姫島村,443221
44341,大分県,日出町,443417
44461,大分県,九重町,444618
44462,大分県,玖珠町,444626
45000,宮崎県,,450006
45201,宮崎県,宮崎市,452017
45202,宮崎県,都城市,452025
45203,宮崎県,延岡市,452033
45204,宮崎県,日南市,452041
45205,宮崎県,小林市,452050
45206,宮崎県,日向市,452068
45207,宮崎県,串間市,452076
45208,宮崎県,西都市,452084
45209,宮崎県,えびの市,452092
45341,宮崎県,三股町,453412
45361,宮崎県,高原町,453617
45382,宮崎県,国富町,453820
45383,宮崎県,綾町,453838
45401,宮崎県,高鍋町,454010
45402,宮崎県,新富町,454028
45403,宮崎県,西米良村,454036
45404,宮崎県,木城町,454044
45405,宮崎県,川南町,454052
45406,宮崎県,都農町,454061
45421,宮崎県,門川町,454214
45429,宮崎県,諸塚村,454290
45430,宮崎県,椎葉村,454303
45431,宮崎県,美郷町,454311
45441,宮崎県,高千穂町,454419
45442,宮崎県,日之影町,454427
45443,宮崎県,五ヶ瀬町,454435
46000,鹿児島県,,460001
46201,鹿児島県,鹿児島市,462012
46203,鹿児島県,鹿屋市,462039
46204,鹿児島県,枕崎市,462047
46206,鹿児島県,阿久根市,462063
46208,鹿児島県,出水市,462080
46210,鹿児島県,指宿市,462101
46213,鹿児島県,西之表市,462136
46214,鹿児島県,垂水市,462144
46215,鹿児島県,薩摩川内市,462152
46216,鹿児島県,日置市,462161
46217,鹿児島県,曽於市,462179
46218,鹿児島県,霧島市,462187
46219,鹿児島県,いちき串木野市,462195
46220,鹿児島県,南さつま市,462209
46221,鹿児島県,志布志市,462217
46222,鹿児島県,奄美市,462225
46223,鹿児島県,南九州市,462233
46224,鹿児島県,伊佐市,462241
46225,鹿児島県,姶良市,462250
46303,鹿児島県,三島村,463035
46304,鹿児島県,十島村,463043
46392,鹿児島県,さつま町,463922
46404,鹿児島県,長島町,464040
46452,鹿児島県,湧水町,464520
46468,鹿児島県,大崎町,464686
46482,鹿児島県,東串良町,464821
46490,鹿児島県,錦江町,464902
46491,鹿児島県,南大隅町,464911
46492,鹿児島県,肝付町,464929
46501,鹿児島県,中種子町,465011
46502,鹿児島県,南種子町,465020
46505,鹿児島県,屋久島町,465054
46523,鹿児島県,大和村,465232
46524,鹿児島県,宇検村,465241
46525,鹿児島県,瀬戸内町,465259
46527,鹿児島県,龍郷町,465275
46529,鹿児島県,喜界町,465291
46530,鹿児島県,徳之島町,465305
46531,鹿児島県,天城町,465313
46532,鹿児島県,伊仙町,465321
46533,鹿児島県,和泊町,465330
46534,鹿児島県,知名町,465348
46535,鹿児島県,与論町,465356
47000,沖縄県,,470007
47201,沖縄県,那覇市,472018
47205,沖縄県,宜野湾市,472051
47207,沖縄県,石垣市,472077
47208,沖縄県,浦添市,472085
47209,沖縄県,名護市,472093
47210,沖縄県,糸満市,472107
47211,沖縄県,沖縄市,472115
47212,沖縄県,豊見城市,472123
47213,沖縄県,うるま市,472131
47214,沖縄県,宮古島市,472140
47215,沖縄県,南城市,472158
47301,沖縄県,国頭村,473014
47302,沖縄県,大宜味村,473022
47303,沖縄県,東村,473031
47306,沖縄県,今帰仁村,473065
47308,沖縄県,本部町,473081
47311,沖縄県,恩納村,473111
47313,沖縄県,宜野座村,473138
47314,沖縄県,金武町,473146
47315,沖縄県,伊江村,473154
47324,沖縄県,読谷村,473243
47325,沖縄県,嘉手納町,473251
47326,沖縄県,北谷町,473260
47327,沖縄県,北中城村,473278
47328,沖縄県,中城村,473286
47329,沖縄県,西原町,473294
47348,沖縄県,与那原町,473481
47350,沖縄県,南風原町,473502
47353,沖縄県,渡嘉敷村,473537
47354,沖縄県,座間味村,473545
47355,沖縄県,粟国村,473553
47356,沖縄県,渡名喜村,473561
47357,沖縄県,南大東村,473570
47358,沖縄県,北大東村,473588
47359,沖縄県,伊平屋村,473596
47360,沖縄県,伊是名村,473600
47361,沖縄県,久米島町,473618
47362,沖縄県,八重瀬町,473626
47375,沖縄県,多良間村,473758
47381,沖縄県,竹富町,473812
47382,沖縄県,与那国町,473821
